Description,N,DE,P.DE,FDR,SigGenesInSet
Autoimmune thyroid disease,51,5,1.5040048982896808e-5,0.004161475856178509,"HLA-B,HLA-C,HLA-DRB1,HLA-DRB5,TPO"
Type I diabetes mellitus,42,5,2.2373526108486604e-5,0.004161475856178509,"HLA-B,HLA-C,HLA-DRB1,HLA-DRB5,PTPRN2"
Allograft rejection,36,4,1.200626850385905e-4,0.012141247463159255,"HLA-B,HLA-C,HLA-DRB1,HLA-DRB5"
Graft-versus-host disease,39,4,1.3055104799095972e-4,0.012141247463159255,"HLA-B,HLA-C,HLA-DRB1,HLA-DRB5"
Viral myocarditis,67,5,5.57272753567733e-4,0.041461092865439336,"HLA-B,HLA-C,HLA-DRB1,HLA-DRB5,ITGB2"
Antigen processing and presentation,71,4,0.0014351474463500432,0.08897914167370267,"HLA-B,HLA-C,HLA-DRB1,HLA-DRB5"
Cell adhesion molecule (CAM) interaction,155,6,0.002242397357634246,0.11916740243427709,"CDH4,HLA-B,HLA-C,HLA-DRB1,HLA-DRB5,ITGB2"
Human T-cell leukemia virus 1 infection,220,7,0.002896828435389179,0.1347025222455968,"ANAPC2,HLA-B,HLA-C,HLA-DRB1,HLA-DRB5,ITGB2,MAD1L1"
Various types of N-glycan biosynthesis,44,3,0.004336270672723546,0.1792325211392399,"B4GALNT3,HEXD,STT3A"
Staphylococcus aureus infection,93,3,0.005229037974586617,0.19438931831971074,"HLA-DRB1,HLA-DRB5,ITGB2"
Phagocytosis,251,6,0.005748071240636607,0.19438931831971074,"HLA-B,HLA-C,HLA-DRB1,HLA-DRB5,ITGB2,DYNLL1"
Herpes simplex virus 1 infection,176,5,0.006310270924320154,0.19561839865392477,"HLA-B,HLA-C,HLA-DRB1,HLA-DRB5,SRSF9"
Leishmaniasis,75,3,0.011120892038503223,0.295792240267976,"HLA-DRB1,HLA-DRB5,ITGB2"
Asthma,29,2,0.011541971787931704,0.295792240267976,"HLA-DRB1,HLA-DRB5"
Natural killer cell mediated cytotoxicity,125,4,0.011927106462418386,0.295792240267976,"KLRC4-KLRK1,HLA-B,HLA-C,ITGB2"
Rheumatoid arthritis,91,3,0.01426335943311252,0.31309332817765373,"HLA-DRB1,HLA-DRB5,ITGB2"
Folate transport and metabolism,30,2,0.014308028438226112,0.31309332817765373,"ABCC4,SLC19A1"
Epstein-Barr virus infection,201,5,0.016831229807663346,0.3478454160250425,"HLA-B,HLA-C,HLA-DRB1,HLA-DRB5,NCOR2"
Antifolate resistance,30,2,0.01895264333119184,0.37107280627386124,"ABCC4,SLC19A1"
Intestinal immune network for IgA production,46,2,0.026448779450552212,0.4919472977802712,"HLA-DRB1,HLA-DRB5"
Malaria,50,2,0.03384004592773963,0.5994522421485305,"KLRC4-KLRK1,ITGB2"
