ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
BP,regulation of fat cell proliferation,10,3,1.0303958524489443e-4,1,"E2F3,TREM2,PPARD"
BP,fat cell proliferation,14,3,2.473088924525283e-4,1,"E2F3,TREM2,PPARD"
BP,respiratory burst after phagocytosis,4,2,2.5383314552152015e-4,1,"HCK,TREM2"
BP,regulation of cholesterol storage,19,3,6.152503009768996e-4,1,"EHD1,TREM2,PPARD"
BP,regeneration,188,7,6.992516613325379e-4,1,"IGF1R,NINJ2,NNMT,PPARD,PTPRS,FKRP,KREMEN1"
BP,negative regulation of fat cell proliferation,5,2,9.365911980265746e-4,1,"E2F3,TREM2"
BP,cholesterol storage,25,3,9.790615300787195e-4,1,"EHD1,TREM2,PPARD"
BP,positive regulation of cell population proliferation,1271,20,0.0010767755913300803,1,"SEPTIN9,EHD1,DLG4,E2F3,EFNA5,EFNB1,SSBP3,FBXW8,ANG,HCK,HLA-DPB1,HLX,IGF1R,IL5RA,FZR1,PPARD,CCDC88A,PRKCH,TNN,VIL1,NCK2"
BP,toll-like receptor 6 signaling pathway,1,1,0.0010859075208918725,1,TREM2
BP,regulation of toll-like receptor 6 signaling pathway,1,1,0.0010859075208918725,1,TREM2
BP,C-C chemokine receptor CCR7 signaling pathway,1,1,0.0010859075208918725,1,TREM2
BP,"positive regulation of complement activation, classical pathway",1,1,0.0010859075208918725,1,TREM2
BP,detection of lipoteichoic acid,1,1,0.0010859075208918725,1,TREM2
BP,regulation of C-C chemokine receptor CCR7 signaling pathway,1,1,0.0010859075208918725,1,TREM2
BP,positive regulation of C-C chemokine receptor CCR7 signaling pathway,1,1,0.0010859075208918725,1,TREM2
BP,positive regulation of CAMKK-AMPK signaling cascade,1,1,0.0010859075208918725,1,TREM2
BP,excitatory synapse pruning,1,1,0.0010859075208918725,1,TREM2
BP,positive regulation of synapse pruning,1,1,0.0010859075208918725,1,TREM2
BP,positive regulation of CD40 signaling pathway,1,1,0.0010859075208918725,1,TREM2
BP,immune system process,2488,28,0.0012206353626807965,1,"MERTK,BATF2,ZFPM1,EFNB1,RAP1GAP2,LRCH1,ANG,HCK,HLA-DPB1,HLX,IFNAR2,IGF1R,IL5RA,ITPKB,TREM2,DOCK10,PRKCH,WDFY1,PTPRS,NLRC4,PLEKHA1,RNASE4,PRDM1,SLC22A5,BSG,NCK2,UBASH3B,SCIN,MARCO"
BP,regulation of actin filament polymerization,135,6,0.0015203791578305163,1,"COTL1,HCK,SPTBN1,VIL1,NCK2,SCIN"
BP,maternal placenta development,35,3,0.001802608620482,1,"PPARD,PRDM1,BSG"
CC,cuticular plate,8,2,0.0019069742615832853,1,"MYO1E,SPTBN1"
BP,positive regulation of protein localization to plasma membrane,61,4,0.0019735079375556987,1,"TREM2,PRKCH,SPTBN1,VIL1"
BP,nicotinamide metabolic process,1,1,0.002087045827594364,1,NNMT
MF,nicotinamide N-methyltransferase activity,1,1,0.002087045827594364,1,NNMT
MF,pyridine N-methyltransferase activity,1,1,0.002087045827594364,1,NNMT
BP,regulation of actin polymerization or depolymerization,152,6,0.002639043346245408,1,"COTL1,HCK,SPTBN1,VIL1,NCK2,SCIN"
BP,regulation of axon regeneration,30,3,0.0029734798402052958,1,"IGF1R,PTPRS,KREMEN1"
BP,regulation of actin filament length,155,6,0.003029985576821023,1,"COTL1,HCK,SPTBN1,VIL1,NCK2,SCIN"
BP,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,80,4,0.0031169488818120735,1,"GPR176,CHRM1,GRM4,MARCO"
BP,respiratory burst involved in defense response,16,2,0.003147685081745078,1,"HCK,TREM2"
BP,negative regulation of glial cell apoptotic process,9,2,0.0032350900170060944,1,"TREM2,PRKCH"
BP,amyloid-beta clearance,39,3,0.003269551649576866,1,"IGF1R,TREM2,MARCO"
BP,regulation of neuron projection regeneration,32,3,0.0035297905008875247,1,"IGF1R,PTPRS,KREMEN1"
BP,immune response,1703,19,0.0038523263628499004,1,"ZFPM1,RAP1GAP2,ANG,HCK,HLA-DPB1,HLX,IFNAR2,IGF1R,IL5RA,TREM2,DOCK10,PRKCH,WDFY1,PTPRS,NLRC4,PLEKHA1,RNASE4,PRDM1,SLC22A5,MARCO"
BP,protein localization to cell periphery,351,9,0.003988593455182143,1,"EHD1,DLG4,GORASP2,TREM2,CCDC88A,PRKCH,SPTBN1,BSG,VIL1"
BP,positive regulation of protein localization to cell periphery,73,4,0.004000785022070051,1,"TREM2,PRKCH,SPTBN1,VIL1"
BP,positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,2,1,0.004086649104110842,1,TREM2
BP,positive regulation of antigen processing and presentation of peptide antigen,2,1,0.004086649104110842,1,TREM2
BP,positive regulation of antigen processing and presentation of peptide antigen via MHC class II,2,1,0.004086649104110842,1,TREM2
BP,negative regulation of cholesterol storage,11,2,0.004171127185510158,1,"TREM2,PPARD"
BP,apoptotic cell clearance,47,3,0.004258506487657132,1,"MERTK,TREM2,MARCO"
BP,regulation of anatomical structure size,507,11,0.004353967761942525,1,"EFNA5,RAP1GAP2,COTL1,HCK,HRH1,PTPRS,SPTBN1,TBXAS1,VIL1,NCK2,SCIN"
BP,positive regulation of inward rectifier potassium channel activity,2,1,0.004518312587118004,1,TREM2
BP,protein localization to plasma membrane,288,8,0.004529122593964719,1,"EHD1,GORASP2,TREM2,CCDC88A,PRKCH,SPTBN1,BSG,VIL1"
BP,regulation of glial cell apoptotic process,10,2,0.004687325835439095,1,"TREM2,PRKCH"
BP,actin filament polymerization,166,6,0.004700189885797276,1,"COTL1,ANG,HCK,SPTBN1,VIL1,NCK2,SCIN"
BP,regulation of cell projection organization,667,14,0.004900433446692887,1,"SEPTIN9,EHD1,DLG4,EFNA5,FBXW8,IGF1R,TREM2,CCDC88A,PTPRS,TNN,VIL1,CAMK2G,KREMEN1,BRSK2"
BP,response to axon injury,83,4,0.005042901328250411,1,"IGF1R,TREM2,PTPRS,KREMEN1"
BP,regulation of cell population proliferation,2268,28,0.0052632525473733744,1,"SEPTIN9,EHD1,CHRM1,DLG4,E2F3,EFNA5,EFNB1,SSBP3,FBXW8,ANG,HCK,HLA-DPB1,HLX,IGF1R,IL5RA,FZR1,TREM2,PPARD,CCDC88A,PRKCH,PTPRS,PRDM1,TNN,VIL1,CAMK2G,KREMEN1,NCK2,SCIN,BRSK2"
MF,creatine:sodium symporter activity,1,1,0.0054827344650346665,1,SLC6A8
MF,actin filament binding,207,7,0.005718718429637283,1,"MPRIP,COTL1,MYO1E,SPTBN1,VIL1,MYO18B,SCIN"
BP,estrous cycle,15,2,0.006447508358045075,1,"IGF1R,NCOR2"
BP,purine nucleotide import into lysosome,1,1,0.006602134786754321,1,SLC17A9
MF,purine nucleotide uniporter activity,1,1,0.006602134786754321,1,SLC17A9
BP,actin filament capping,40,3,0.006838346821022924,1,"SPTBN1,VIL1,SCIN"
BP,positive regulation of cell projection organization,355,9,0.007147036436204046,1,"SEPTIN9,EHD1,DLG4,EFNA5,FBXW8,IGF1R,CCDC88A,TNN,VIL1"
BP,actin filament severing,16,2,0.007316579726620395,1,"VIL1,SCIN"
BP,regulation of immune system process,1512,18,0.007549670773371215,1,"MERTK,ZFPM1,EFNB1,LRCH1,HCK,HLA-DPB1,HLX,ITPKB,TREM2,PRKCH,WDFY1,PTPRS,NLRC4,PLEKHA1,PRDM1,NCK2,UBASH3B,SCIN"
MF,G protein-coupled serotonin receptor activity,22,2,0.007557707311633656,1,"CHRM1,HRH1"
BP,maternal process involved in female pregnancy,58,3,0.007573244838310527,1,"PPARD,PRDM1,BSG"
