Description,N,DE,Enrichment_Pct,P.DE,FDR,SigGenesInSet
T cell receptor signaling pathway,118,7,5.932203389830509,2.9209897529808813e-4,0.1086608188108888,"IL4,NCK1,PIK3R1,PPP2R3A,PPP2R5C,PPP3CC,PIK3R3"
Asthma,29,3,10.344827586206897,9.036107680102128e-4,0.16807160284989955,"IL4,IL13,EPX"
Th1 and Th2 cell differentiation,91,5,5.4945054945054945,0.00247641361414773,0.307075288154319,"IL4,IL13,PPP3CC,MAML3,RUNX3"
Fc epsilon RI signaling pathway,67,4,5.970149253731343,0.00574870011808816,0.5346291109821989,"IL4,IL13,PIK3R1,PIK3R3"
Carbohydrate digestion and absorption,46,3,6.521739130434782,0.0081908493615984,0.6093991925029212,"PIK3R1,CACNA1D,PIK3R3"
AMPK signaling pathway,120,5,4.166666666666666,0.01075282906404682,0.6666754019709029,"FBP1,PIK3R1,PPP2R3A,PPP2R5C,PIK3R3"
Phosphonate and phosphinate metabolism,6,1,16.666666666666664,0.04297150010499864,0.9347217525576385,PCYT1A
Non-homologous end-joining,13,1,7.6923076923076925,0.10132620013030008,0.9347217525576385,POLM
Type II diabetes mellitus,46,3,6.521739130434782,0.01898025678353776,0.9347217525576385,"PIK3R1,CACNA1D,PIK3R3"
Aldosterone-regulated sodium reabsorption,37,2,5.405405405405405,0.06439738086259021,0.9347217525576385,"PIK3R1,PIK3R3"
Endometrial cancer,58,3,5.172413793103448,0.03599650891173912,0.9347217525576385,"PIK3R1,AXIN1,PIK3R3"
VEGF signaling pathway,59,3,5.084745762711865,0.02724186187453112,0.9347217525576385,"PIK3R1,PPP3CC,PIK3R3"
GnRH secretion,64,3,4.6875,0.04412080219467396,0.9347217525576385,"PIK3R1,CACNA1D,PIK3R3"
Histidine metabolism,22,1,4.545454545454546,0.1364981603271961,0.9347217525576385,HAL
Mismatch repair,23,1,4.3478260869565215,0.15029788211665607,0.9347217525576385,PCNA
