Description,N,DE,P.DE,FDR,SigGenesInSet
Type I diabetes mellitus,42,2,0.05146297488076822,1,"HLA-A,PTPRN2"
Natural killer cell mediated cytotoxicity,125,3,0.06959748461720329,1,"HLA-A,IFNAR2,ITGAL"
Kaposi sarcoma-associated herpesvirus infection,194,4,0.08119622952524527,1,"E2F3,HCK,HLA-A,IFNAR2"
Epstein-Barr virus infection,201,4,0.08150982139362008,1,"E2F3,HLA-A,IFNAR2,ITGAL"
Endocytosis,249,5,0.08504271133484544,1,"EHD1,RAB31,HLA-A,SNX6,CYTH1"
Integrin signaling,153,4,0.09025606872367928,1,"TNC,ITGAE,ITGAL,NCK2"
Taurine and hypotaurine metabolism,16,1,0.0986157875158733,1,FMO2
Cardiac muscle contraction,83,2,0.1371744943296288,1,"FXYD2,CACNB2"
Viral myocarditis,67,2,0.15020816862918546,1,"HLA-A,ITGAL"
Proximal tubule bicarbonate reclamation,23,1,0.15155575848908867,1,FXYD2
Butanoate metabolism,27,1,0.16789774769805457,1,AACS
Inositol phosphate metabolism,78,2,0.16901717905217103,1,"ITPKB,MTMR3"
Mannose type O-glycan biosynthesis,23,1,0.1734441185791071,1,FKRP
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,21,1,0.18192390330848457,1,CHSY3
Glioma,75,2,0.18757692292614392,1,"E2F3,CAMK2G"
Regulation of actin cytoskeleton,230,4,0.1888758103609292,1,"CHRM1,ITGAE,ITGAL,SCIN"
Adrenergic signaling in cardiomyocytes,152,3,0.20046857131795898,1,"FXYD2,CACNB2,CAMK2G"
Nicotinate and nicotinamide metabolism,37,1,0.2172043279364596,1,NNMT
Viral carcinogenesis,193,3,0.22268905807947445,1,"HLA-A,SCIN,HDAC9"
Insulin secretion,86,2,0.23041092806642155,1,"FXYD2,CAMK2G"
Drug metabolism - cytochrome P450,71,1,0.23923579587133353,1,FMO2
Allograft rejection,36,1,0.24569246789904928,1,HLA-A
ErbB signaling pathway,84,2,0.24744616248056817,1,"CAMK2G,NCK2"
Graft-versus-host disease,39,1,0.25126311340367363,1,HLA-A
Fc gamma R-mediated phagosome formation,96,2,0.2514534802760602,1,"HCK,SCIN"
Phosphatidylinositol signaling system,97,2,0.2542541356586455,1,"ITPKB,MTMR3"
Necroptosis,160,2,0.25495380208231155,1,"IFNAR2,CAMK2G"
Homologous recombination,41,1,0.25507187524625835,1,BABAM2
Malaria,50,1,0.279043574543604,1,ITGAL
Inflammatory mediator regulation of TRP channels,98,2,0.2803274895453254,1,"PRKCH,CAMK2G"
Autoimmune thyroid disease,51,1,0.29488610617270344,1,HLA-A
Arachidonic acid metabolism,62,1,0.2963571330473582,1,TBXAS1
"Valine, leucine and isoleucine degradation",48,1,0.3001170511762514,1,AACS
Aldosterone-regulated sodium reabsorption,37,1,0.31125570579767153,1,FXYD2
Neutrophil extracellular trap formation,175,2,0.3115604001142177,1,"ITGAL,HDAC9"
Osteoclast differentiation,134,2,0.3161820081337233,1,"IFNAR2,TREM2"
Carbohydrate digestion and absorption,46,1,0.3198180173018935,1,FXYD2
Human T-cell leukemia virus 1 infection,220,3,0.3242300276727669,1,"E2F3,HLA-A,ITGAL"
Hepatitis C,155,2,0.3331368929436114,1,"E2F3,IFNAR2"
Bladder cancer,41,1,0.3340712432279721,1,E2F3
Cell cycle,158,2,0.335310803259477,1,"E2F3,FZR1"
Ubiquitin mediated proteolysis,142,2,0.3364742427189506,1,"FBXW8,FZR1"
