ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
CC,activin responsive factor complex,3,2,1.2001779697227363e-4,1,"SMAD2,SMAD4"
MF,pyrimidine nucleotide-sugar transmembrane transporter activity,10,2,0.001271807534738622,1,"SLC35A1,SLC35A3"
BP,pyrimidine nucleotide-sugar transmembrane transport,11,2,0.0018167838088432812,1,"SLC35A1,SLC35A3"
MF,nucleotide-sugar transmembrane transporter activity,12,2,0.0021448309218831175,1,"SLC35A1,SLC35A3"
BP,nucleotide-sugar transmembrane transport,12,2,0.00249756634145359,1,"SLC35A1,SLC35A3"
BP,organic substance transport,2809,35,0.002678953417451173,1,"SLC35A1,EXOC5,RAB3IP,SLC5A10,FAM91A1,EGF,RAB11FIP2,PLCB1,SLC35A3,GALR1,ANK3,SETD2,HTR2C,IL16,MIA3,SMAD2,PCM1,IPO11,PLN,PMP2,NDFIP2,CROT,AFTPH,ATG2B,PKIA,FRMD4A,RAB6A,SPCS3,AHNAK,ATP8B4,SLCO5A1,CAV1,AIMP1,AKAP6,C2CD5,NUP153"
BP,regulation of hormone levels,535,11,0.0027765585753931855,1,"CREB1,DIO2,RAB11FIP2,PLCB1,GALR1,HSD17B4,HTR2C,SMAD2,SMAD4,ERO1B,PAPSS2,AIMP1"
MF,odorant binding,107,3,0.003050898337653396,1,"OR8U1,OR8J1,OR5AR1,OR8U8"
CC,heteromeric SMAD protein complex,8,2,0.0031521707735462138,1,"SMAD2,SMAD4"
CC,cerebellar Golgi cell to granule cell synapse,1,1,0.0036811796443095967,1,GABRA6
CC,microtubule end,34,3,0.004360092123875213,1,"MAPRE2,DST,NAV3"
CC,SMAD protein complex,9,2,0.0043885241611350346,1,"SMAD2,SMAD4"
BP,protein O-linked glycosylation via threonine,10,2,0.004668227496768731,1,"GALNT13,GALNTL6"
MF,CMP-N-acetylneuraminate transmembrane transporter activity,1,1,0.004924049313551764,1,SLC35A1
BP,CMP-N-acetylneuraminate transmembrane transport,1,1,0.004924049313551764,1,SLC35A1
BP,negative regulation of voltage-gated potassium channel activity,19,2,0.005097002763551698,1,"ANK3,CAV1"
BP,regulation of RNA export from nucleus,13,2,0.005282157056914618,1,"SETD2,NUP153"
CC,cell-cell contact zone,72,4,0.005367685176240642,1,"ANK3,AHNAK,TJP2,AKAP6"
BP,cellular response to methionine,1,1,0.005657689857761707,1,BMT2
BP,macromolecule localization,2967,36,0.005718590149232365,1,"GPHN,EXOC5,MAPRE2,RAB3IP,FAM91A1,EGF,EPB41L2,RAB11FIP2,PLCB1,GALR1,CNTNAP2,ANK3,GRID2,SETD2,HEXB,MIA3,SMAD2,PCM1,IPO11,RAPGEF6,PMP2,NDFIP2,CROT,AFTPH,ODR4,ATG2B,PKIA,FRMD4A,RAB6A,RB1,SPCS3,ATP8B4,CAV1,NRXN1,TJP2,AKAP6,C2CD5,NUP153"
BP,positive regulation of hormone secretion,140,5,0.005928081917545345,1,"CREB1,PLCB1,GALR1,SMAD4,AIMP1"
MF,interleukin-22 receptor binding,2,1,0.006582347416976871,1,IL22
BP,positive regulation of cell proliferation involved in heart valve morphogenesis,1,1,0.007504701822226752,1,SMAD4
BP,female gonad morphogenesis,1,1,0.007504701822226752,1,SMAD4
BP,regulation of cardiac myofibril assembly,1,1,0.007504701822226752,1,SMAD4
BP,negative regulation of cardiac myofibril assembly,1,1,0.007504701822226752,1,SMAD4
BP,peptidyl-cysteine methylation,1,1,0.007600496334949647,1,RAB6A
BP,regulation of nucleobase-containing compound transport,16,2,0.007712046897553806,1,"SETD2,NUP153"
BP,mucopolysaccharide metabolic process,92,4,0.008462682755582441,1,"B3GNT3,EGF,HEXB,HS2ST1"
BP,regulation of delayed rectifier potassium channel activity,19,2,0.008950900900279892,1,"ANK3,AKAP6"
BP,positive regulation of glucagon secretion,2,1,0.009452979911053197,1,AIMP1
BP,regulation of cell communication by electrical coupling,15,2,0.009559537578499642,1,"ANK3,CAV1"
MF,lamin binding,15,2,0.009808792574833478,1,"PLCB1,LBR"
BP,regulation of potassium ion transmembrane transporter activity,57,3,0.010060090970337443,1,"ANK3,CAV1,AKAP6"
BP,male courtship behavior,1,1,0.010262221334860235,1,HEXB
BP,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent",1,1,0.010413921988428549,1,LNPEP
MF,GTPase binding,312,8,0.010619063537058961,1,"EXOC5,RAB3IP,EPS8,RAB11FIP2,IPO11,RAPGEF6,CAV1,AIMP1"
MF,FAD-dependent H3K4me/H3K4me3 demethylase activity,2,1,0.010723229296888508,1,KDM1B
BP,secretion,955,15,0.01092812680873743,1,"EXOC5,RAB3IP,CREB1,EGF,RAB11FIP2,PLCB1,GALR1,HTR2C,MIA3,SMAD2,SMAD4,FRMD4A,MCTP1,CAV1,AIMP1,NRXN1"
MF,heparan sulfate 2-O-sulfotransferase activity,1,1,0.011131903364204433,1,HS2ST1
